release_year,genre,games_count,avg_rating,total_rating_count,release_decade
1971, Adventure,1,,29,1970
1971, Strategy,1,,29,1970
1971,Simulator,1,,29,1970
1972, Arcade,1,,108,1970
1972, Sport,1,,108,1970
1972,Simulator,1,,108,1970
1976,Arcade,1,,42,1970
1977, Arcade,1,,28,1970
1977,Shooter,1,,28,1970
1978, Arcade,1,,151,1970
1978,Shooter,1,,151,1970
1979, Arcade,2,90.0,132,1970
1979,Shooter,2,90.0,132,1970
1980, Arcade,1,76.66666666666667,41,1980
1980,Adventure,1,,34,1980
1980,Arcade,1,78.66666666666667,241,1980
1980,Shooter,1,76.66666666666667,41,1980
1981, Arcade,4,72.5,407,1980
1981, Strategy,1,70.0,32,1980
1981,Platform,2,,256,1980
1981,Role-playing (RPG),1,,29,1980
1981,Shooter,3,71.66666666666667,183,1980
1982, Adventure,2,,122,1980
1982, Arcade,8,71.0,297,1980
1982, Platform,1,80.0,28,1980
1982, Puzzle,1,64.0,36,1980
1982, Racing,1,,29,1980
1982, Sport,1,60.0,37,1980
1982, Strategy,1,,35,1980
1982,Arcade,2,77.0,153,1980
1982,Fighting,1,80.0,28,1980
1982,Platform,4,64.0,225,1980
1982,Puzzle,2,80.0,64,1980
1982,Racing,1,60.0,37,1980
1982,Shooter,1,,29,1980
1982,Strategy,1,,36,1980
1983, Adventure,1,,31,1980
1983, Arcade,8,73.33333333333334,361,1980
1983, Platform,1,80.0,39,1980
1983, Puzzle,2,80.0,75,1980
1983, Racing,2,80.0,69,1980
1983, Strategy,1,,31,1980
1983,Adventure,1,53.33333333333334,35,1980
1983,Platform,7,80.0,324,1980
1983,Shooter,2,80.0,73,1980
1983,Sport,1,80.0,35,1980
1984, Adventure,1,,32,1980
1984, Arcade,13,57.61111111111112,845,1980
1984, Puzzle,2,80.0,65,1980
1984, Simulator,2,76.66666666666667,112,1980
1984, Sport,1,,151,1980
1984, Strategy,2,,53,1980
1984,Arcade,1,80.0,36,1980
1984,Fighting,1,20.0,31,1980
1984,Hack and slash/Beat 'em up,1,,49,1980
1984,Platform,2,80.0,80,1980
1984,Point-and-click,1,,32,1980
1984,Puzzle,2,,91,1980
1984,Racing,3,76.66666666666667,274,1980
1984,Shooter,5,54.5,369,1980
1984,Sport,1,,31,1980
1984,Strategy,1,60.0,27,1980
1985, Adventure,5,75.875,1421,1980
1985, Arcade,8,73.66666666666666,543,1980
1985, Platform,1,90.0,93,1980
1985, Puzzle,1,,79,1980
1985, Shooter,1,,79,1980
1985,Fighting,1,,79,1980
1985,Hack and slash/Beat 'em up,1,77.33333333333333,39,1980
1985,Platform,3,69.0,1374,1980
1985,Puzzle,1,70.0,27,1980
1985,Role-playing (RPG),1,,34,1980
1985,Shooter,5,81.5,244,1980
1985,Sport,2,90.0,56,1980
1985,Strategy,1,57.5,93,1980
1986, Adventure,10,60.0,924,1980
1986, Arcade,8,68.0,381,1980
1986, Hack and slash/Beat 'em up,2,,357,1980
1986, Platform,1,,56,1980
1986, Puzzle,3,80.0,169,1980
1986, Racing,1,,27,1980
1986, Strategy,1,80.0,116,1980
1986,Adventure,1,,639,1980
1986,Arcade,1,,101,1980
1986,Hack and slash/Beat 'em up,2,,72,1980
1986,Platform,7,70.0,905,1980
1986,Point-and-click,2,,53,1980
1986,Racing,1,,86,1980
1986,Shooter,4,62.0,136,1980
1986,Strategy,1,,27,1980
1987, Adventure,12,66.0,1445,1980
1987, Arcade,14,55.0,866,1980
1987, Hack and slash/Beat 'em up,3,64.5,207,1980
1987, Platform,1,50.0,252,1980
1987, Puzzle,2,,286,1980
1987, Role-playing (RPG),4,,438,1980
1987, Simulator,2,71.0,65,1980
1987, Sport,2,,121,1980
1987, Strategy,1,71.0,35,1980
1987, Tactical,1,,125,1980
1987,Fighting,4,64.5,361,1980
1987,Hack and slash/Beat 'em up,1,60.0,40,1980
1987,Platform,7,90.0,750,1980
1987,Point-and-click,2,90.0,171,1980
1987,Racing,3,,99,1980
1987,Role-playing (RPG),4,70.5,326,1980
1987,Shooter,5,50.0,496,1980
1987,Simulator,1,,27,1980
1987,Sport,2,90.0,69,1980
1988, Adventure,7,85.0,826,1980
1988, Arcade,7,71.66666666666667,428,1980
1988, Card & Board Game,1,,52,1980
1988, Hack and slash/Beat 'em up,3,45.0,297,1980
1988, Platform,5,71.66666666666667,218,1980
1988,Fighting,1,,74,1980
1988,Hack and slash/Beat 'em up,1,50.0,24,1980
1988,Platform,5,45.0,2246,1980
1988,Point-and-click,2,,65,1980
1988,Role-playing (RPG),1,40.0,54,1980
1988,Shooter,6,71.66666666666667,248,1980
1988,Sport,1,,26,1980
1988,Strategy,1,,52,1980
1989, Adventure,9,56.16666666666666,1029,1980
1989, Arcade,7,55.0,1439,1980
1989, Hack and slash/Beat 'em up,5,53.75,326,1980
1989, Platform,2,,80,1980
1989, Puzzle,4,,394,1980
1989, Racing,1,,38,1980
1989, Role-playing (RPG),1,,42,1980
1989, Simulator,2,,70,1980
1989, Strategy,5,68.125,266,1980
1989,Fighting,2,45.0,216,1980
1989,Hack and slash/Beat 'em up,1,65.0,195,1980
1989,Platform,12,64.83333333333333,1316,1980
1989,Point-and-click,1,,62,1980
1989,Puzzle,3,77.5,1066,1980
1989,Racing,1,,26,1980
1989,Real Time Strategy (RTS),1,,42,1980
1989,Shooter,2,,80,1980
1989,Simulator,1,58.75,122,1980
1990, Adventure,13,80.25,2905,1990
1990, Arcade,5,,175,1990
1990, Hack and slash/Beat 'em up,5,71.0,269,1990
1990, Puzzle,3,80.0,567,1990
1990, Role-playing (RPG),2,70.5,71,1990
1990, Simulator,3,,180,1990
1990, Sport,2,,68,1990
1990, Strategy,4,,369,1990
1990, Tactical,1,,90,1990
1990,Card & Board Game,1,,54,1990
1990,Fighting,1,71.0,45,1990
1990,Platform,13,75.0,2530,1990
1990,Point-and-click,3,80.0,567,1990
1990,Puzzle,3,,305,1990
1990,Racing,2,80.0,188,1990
1990,Role-playing (RPG),2,,59,1990
1990,Shooter,4,,189,1990
1990,Simulator,1,,37,1990
1990,Sport,2,,60,1990
1991, Adventure,17,82.5,3024,1990
1991, Arcade,8,57.5,692,1990
1991, Hack and slash/Beat 'em up,8,,404,1990
1991, Platform,6,60.0,368,1990
1991, Puzzle,2,,699,1990
1991, Racing,1,65.0,62,1990
1991, Role-playing (RPG),2,,71,1990
1991, Turn-based strategy (TBS),1,,184,1990
1991,Fighting,8,65.0,658,1990
1991,Hack and slash/Beat 'em up,3,57.5,291,1990
1991,Platform,17,76.25,1531,1990
1991,Point-and-click,1,,510,1990
1991,Puzzle,3,83.8,1618,1990
1991,Racing,1,60.0,66,1990
1991,Real Time Strategy (RTS),1,,38,1990
1991,Role-playing (RPG),5,80.0,376,1990
1991,Shooter,5,60.0,363,1990
1991,Strategy,1,,184,1990
1992, Adventure,22,58.66666666666666,1400,1990
1992, Arcade,8,67.0,559,1990
1992, Hack and slash/Beat 'em up,1,,30,1990
1992, Platform,3,,96,1990
1992, Puzzle,6,,640,1990
1992, Racing,1,,36,1990
1992, Role-playing (RPG),2,,70,1990
1992, Shooter,1,,26,1990
1992, Simulator,1,,58,1990
1992, Sport,1,,27,1990
1992, Strategy,4,,240,1990
1992, Turn-based strategy (TBS),1,,40,1990
1992, Visual Novel,1,,26,1990
1992,Adventure,2,52.5,128,1990
1992,Fighting,6,83.33333333333333,433,1990
1992,Hack and slash/Beat 'em up,3,60.0,365,1990
1992,Music,1,,58,1990
1992,Platform,15,62.5,1404,1990
1992,Point-and-click,4,,459,1990
1992,Puzzle,4,60.0,179,1990
1992,Racing,2,90.0,431,1990
1992,Real Time Strategy (RTS),2,,146,1990
1992,Role-playing (RPG),6,70.0,281,1990
1992,Shooter,9,68.5,651,1990
1993, Adventure,19,58.48333333333333,1943,1990
1993, Arcade,9,70.0,833,1990
1993, Hack and slash/Beat 'em up,8,50.0,399,1990
1993, Indie,1,54.75,156,1990
1993, Pinball,1,,64,1990
1993, Platform,6,72.5,476,1990
1993, Puzzle,6,68.70833333333334,538,1990
1993, Racing,1,80.0,66,1990
1993, Role-playing (RPG),1,,28,1990
1993, Shooter,1,40.0,25,1990
1993, Simulator,1,,44,1990
1993, Sport,3,80.0,127,1990
1993, Strategy,8,62.875,639,1990
1993, Tactical,1,68.75,55,1990
1993, Turn-based strategy (TBS),2,84.33333333333333,91,1990
1993,Adventure,1,80.0,203,1990
1993,Fighting,10,65.75,726,1990
1993,Hack and slash/Beat 'em up,1,,44,1990
1993,Platform,22,67.06666666666666,1739,1990
1993,Point-and-click,7,59.13888888888889,841,1990
1993,Puzzle,5,80.0,253,1990
1993,Racing,1,80.0,26,1990
1993,Role-playing (RPG),5,,364,1990
1993,Shooter,11,73.75,1717,1990
1993,Simulator,1,71.0,180,1990
1993,Sport,2,69.0,108,1990
1993,Strategy,2,76.54166666666666,102,1990
1994, Adventure,21,83.375,3619,1990
1994, Arcade,10,79.75,372,1990
1994, Hack and slash/Beat 'em up,5,50.0,211,1990
1994, Indie,1,,95,1990
1994, Platform,6,87.5,1367,1990
1994, Puzzle,6,84.77777777777777,916,1990
1994, Role-playing (RPG),3,,139,1990
1994, Simulator,5,76.27777777777777,332,1990
1994, Sport,2,60.0,68,1990
1994, Strategy,5,78.0,362,1990
1994, Tactical,2,85.0,150,1990
1994, Turn-based strategy (TBS),4,89.16666666666666,670,1990
1994,Fighting,12,68.0,661,1990
1994,Platform,20,75.93333333333334,1974,1990
1994,Point-and-click,1,,95,1990
1994,Puzzle,2,70.0,65,1990
1994,Racing,5,58.833333333333336,200,1990
1994,Real Time Strategy (RTS),2,79.0,235,1990
1994,Role-playing (RPG),5,89.45833333333333,1275,1990
1994,Shooter,14,84.03333333333333,2204,1990
1994,Simulator,2,,83,1990
1994,Sport,4,83.0,140,1990
1994,Strategy,3,85.0,182,1990
1995, Adventure,22,76.6,2858,1990
1995, Arcade,9,72.0,460,1990
1995, Hack and slash/Beat 'em up,3,83.0,237,1990
1995, Platform,5,,376,1990
1995, Puzzle,9,59.75,569,1990
1995, Quiz/Trivia,1,,106,1990
1995, Racing,1,75.0,54,1990
1995, Role-playing (RPG),3,37.0,141,1990
1995, Shooter,1,75.0,54,1990
1995, Strategy,5,86.5,767,1990
1995, Tactical,2,92.0,76,1990
1995, Turn-based strategy (TBS),3,83.5,126,1990
1995,Fighting,10,69.5,864,1990
1995,Hack and slash/Beat 'em up,1,50.0,28,1990
1995,Pinball,1,,33,1990
1995,Platform,10,84.41666666666667,1488,1990
1995,Point-and-click,9,69.0,539,1990
1995,Puzzle,2,,150,1990
1995,Racing,2,72.75,67,1990
1995,Real Time Strategy (RTS),2,92.5,635,1990
1995,Role-playing (RPG),7,83.16666666666666,1444,1990
1995,Shooter,10,64.33333333333333,739,1990
1995,Simulator,1,,40,1990
1995,Sport,1,,40,1990
1995,Strategy,2,80.0,205,1990
1996, Adventure,22,78.75714285714285,4822,1990
1996, Arcade,7,73.875,549,1990
1996, Hack and slash/Beat 'em up,1,75.0,25,1990
1996, Platform,3,76.55,711,1990
1996, Puzzle,5,78.31111111111112,1106,1990
1996, Racing,2,74.0,110,1990
1996, Role-playing (RPG),1,75.0,25,1990
1996, Shooter,2,73.0,115,1990
1996, Simulator,3,,120,1990
1996, Sport,2,,105,1990
1996, Strategy,8,,1220,1990
1996, Turn-based strategy (TBS),6,78.75,1336,1990
1996,Fighting,8,69.7,417,1990
1996,Hack and slash/Beat 'em up,1,85.0,50,1990
1996,Music,1,67.66666666666667,82,1990
1996,Platform,7,74.91666666666667,2773,1990
1996,Point-and-click,6,75.0,422,1990
1996,Puzzle,3,82.0,434,1990
1996,Racing,6,75.75,731,1990
1996,Real Time Strategy (RTS),4,,488,1990
1996,Role-playing (RPG),11,83.5,2048,1990
1996,Shooter,10,74.06190476190476,1677,1990
1996,Strategy,2,82.5,220,1990
1997, Adventure,20,82.26190476190474,4481,1990
1997, Arcade,6,60.0,331,1990
1997, Hack and slash/Beat 'em up,3,,157,1990
1997, Indie,2,,138,1990
1997, Platform,5,,625,1990
1997, Puzzle,7,100.0,1092,1990
1997, Racing,1,80.0,431,1990
1997, Role-playing (RPG),3,92.33333333333331,743,1990
1997, Shooter,1,77.5,71,1990
1997, Simulator,6,70.83333333333333,725,1990
1997, Sport,2,40.0,63,1990
1997, Strategy,8,50.0,1383,1990
1997, Tactical,2,90.0,196,1990
1997, Turn-based strategy (TBS),3,85.0,2122,1990
1997,Adventure,2,,65,1990
1997,Fighting,11,77.5,1164,1990
1997,Platform,14,78.46666666666667,1997,1990
1997,Point-and-click,4,,573,1990
1997,Puzzle,1,90.0,32,1990
1997,Racing,7,55.83333333333333,817,1990
1997,Real Time Strategy (RTS),5,50.0,1073,1990
1997,Role-playing (RPG),8,70.66666666666667,2353,1990
1997,Shooter,17,81.75,2417,1990
1997,Sport,2,,128,1990
1998, Adventure,27,72.13636363636364,9628,1990
1998, Arcade,7,60.0,539,1990
1998, Card & Board Game,2,72.0,271,1990
1998, Hack and slash/Beat 'em up,1,,124,1990
1998, Indie,1,,83,1990
1998, Platform,4,,390,1990
1998, Puzzle,6,84.0,3218,1990
1998, Quiz/Trivia,1,78.0,318,1990
1998, Racing,1,,27,1990
1998, Role-playing (RPG),2,,765,1990
1998, Shooter,3,40.0,130,1990
1998, Simulator,5,,274,1990
1998, Sport,4,60.0,303,1990
1998, Strategy,12,100.0,2066,1990
1998, Tactical,4,,354,1990
1998, Turn-based strategy (TBS),3,80.0,1229,1990
1998,Adventure,2,,173,1990
1998,Card & Board Game,1,,29,1990
1998,Fighting,9,62.0,533,1990
1998,Platform,10,65.75,1697,1990
1998,Point-and-click,2,92.0,435,1990
1998,Puzzle,2,,919,1990
1998,Quiz/Trivia,1,72.0,157,1990
1998,Racing,7,60.0,656,1990
1998,Real Time Strategy (RTS),8,,1625,1990
1998,Role-playing (RPG),10,82.5,3132,1990
1998,Shooter,15,61.3,3854,1990
1998,Simulator,3,70.0,349,1990
1998,Sport,1,,32,1990
1998,Tactical,1,80.0,1442,1990
1999, Adventure,35,82.44444444444444,4376,1990
1999, Arcade,8,75.16666666666667,774,1990
1999, Card & Board Game,2,59.0,200,1990
1999, Hack and slash/Beat 'em up,2,82.25,160,1990
1999, Platform,6,77.75,1225,1990
1999, Puzzle,7,74.9,1122,1990
1999, Racing,4,80.0,603,1990
1999, Role-playing (RPG),6,76.66666666666667,780,1990
1999, Shooter,3,70.0,95,1990
1999, Simulator,12,82.8,928,1990
1999, Sport,1,,94,1990
1999, Strategy,20,83.33333333333333,3301,1990
1999, Tactical,8,73.66666666666667,386,1990
1999, Turn-based strategy (TBS),10,83.91666666666667,1853,1990
1999,Adventure,2,70.0,111,1990
1999,Fighting,12,79.0,971,1990
1999,Pinball,1,,94,1990
1999,Platform,14,74.3,1146,1990
1999,Point-and-click,1,90.0,175,1990
1999,Puzzle,3,76.0,957,1990
1999,Quiz/Trivia,1,,122,1990
1999,Racing,9,75.0,1465,1990
1999,Real Time Strategy (RTS),6,80.0,1356,1990
1999,Role-playing (RPG),21,86.17857142857143,2921,1990
1999,Shooter,28,80.04761904761905,3645,1990
1999,Simulator,7,86.1,739,1990
1999,Sport,4,71.0,340,1990
1999,Strategy,2,62.5,171,1990
2000, Adventure,31,75.02941176470588,3797,2000
2000, Arcade,3,78.66666666666666,241,2000
2000, Card & Board Game,1,,90,2000
2000, Hack and slash/Beat 'em up,6,90.0,1470,2000
2000, Indie,2,,75,2000
2000, Platform,6,72.86666666666666,458,2000
2000, Puzzle,11,71.25,788,2000
2000, Quiz/Trivia,1,,148,2000
2000, Racing,2,83.8,68,2000
2000, Real Time Strategy (RTS),1,,29,2000
2000, Role-playing (RPG),3,90.5,787,2000
2000, Simulator,8,87.93333333333334,661,2000
2000, Sport,5,83.8,256,2000
2000, Strategy,10,82.0,1163,2000
2000, Tactical,4,76.66666666666667,466,2000
2000, Turn-based strategy (TBS),7,80.83333333333334,1532,2000
2000,Adventure,3,90.0,811,2000
2000,Fighting,6,72.33333333333333,275,2000
2000,Hack and slash/Beat 'em up,2,52.5,298,2000
2000,Music,1,80.0,81,2000
2000,Platform,9,55.0,765,2000
2000,Point-and-click,2,90.0,157,2000
2000,Puzzle,3,83.8,237,2000
2000,Quiz/Trivia,1,,90,2000
2000,Racing,5,70.0,494,2000
2000,Real Time Strategy (RTS),5,90.0,605,2000
2000,Role-playing (RPG),20,83.35897435897436,4056,2000
2000,Shooter,25,74.34523809523809,3254,2000
2000,Simulator,2,72.5,618,2000
2000,Sport,5,86.66666666666667,596,2000
2000,Strategy,2,90.0,82,2000
2001, Adventure,36,80.78125,6935,2000
2001, Arcade,5,72.25,187,2000
2001, Hack and slash/Beat 'em up,5,81.77777777777777,553,2000
2001, Indie,3,80.77777777777777,298,2000
2001, Music,1,88.0,37,2000
2001, Platform,3,80.0,1341,2000
2001, Puzzle,11,73.73611111111111,1386,2000
2001, Racing,2,92.5,1410,2000
2001, Real Time Strategy (RTS),2,90.0,275,2000
2001, Role-playing (RPG),8,83.72222222222221,831,2000
2001, Simulator,10,86.3,2071,2000
2001, Sport,4,89.44444444444444,147,2000
2001, Strategy,21,79.40625,1732,2000
2001, Tactical,6,87.0,578,2000
2001, Turn-based strategy (TBS),4,100.0,422,2000
2001,Adventure,6,83.875,1324,2000
2001,Fighting,8,86.4,1283,2000
2001,Hack and slash/Beat 'em up,3,65.0,480,2000
2001,Platform,15,75.65972222222223,1758,2000
2001,Point-and-click,2,,111,2000
2001,Puzzle,6,85.66666666666666,1460,2000
2001,Racing,6,84.36666666666666,453,2000
2001,Real Time Strategy (RTS),9,80.0,868,2000
2001,Role-playing (RPG),14,83.66666666666666,2428,2000
2001,Shooter,25,79.95098039215686,5934,2000
2001,Simulator,9,82.19047619047619,641,2000
2001,Sport,2,88.5,323,2000
2001,Strategy,1,80.0,133,2000
2002, Adventure,49,76.66527777777777,11869,2000
2002, Arcade,3,76.0,2621,2000
2002, Hack and slash/Beat 'em up,1,81.0,47,2000
2002, Indie,2,90.5,199,2000
2002, Platform,6,76.55,1466,2000
2002, Puzzle,8,75.95,1519,2000
2002, Racing,4,78.60416666666666,3789,2000
2002, Role-playing (RPG),6,75.83333333333333,1176,2000
2002, Shooter,1,62.66666666666666,1216,2000
2002, Simulator,5,70.0,461,2000
2002, Sport,3,84.41666666666667,129,2000
2002, Strategy,16,79.08974358974359,3150,2000
2002, Tactical,7,81.48148148148148,963,2000
2002, Turn-based strategy (TBS),5,82.0,868,2000
2002, Visual Novel,1,,28,2000
2002,Adventure,4,62.25,149,2000
2002,Card & Board Game,1,50.0,93,2000
2002,Fighting,5,78.16666666666666,1597,2000
2002,Hack and slash/Beat 'em up,3,71.0,284,2000
2002,Music,1,77.75,52,2000
2002,Platform,16,77.96969696969697,1547,2000
2002,Point-and-click,3,78.6,350,2000
2002,Puzzle,4,84.375,1235,2000
2002,Racing,3,82.83333333333333,343,2000
2002,Real Time Strategy (RTS),8,79.73333333333333,2248,2000
2002,Role-playing (RPG),24,79.77222222222221,3427,2000
2002,Shooter,30,75.49588477366255,7011,2000
2002,Simulator,1,92.0,35,2000
2002,Sport,4,63.25,262,2000
2002,Strategy,1,,52,2000
2003, Adventure,51,73.7489417989418,7070,2000
2003, Arcade,8,69.875,334,2000
2003, Card & Board Game,2,70.0,53,2000
2003, Hack and slash/Beat 'em up,9,72.44999999999999,464,2000
2003, Indie,4,64.625,374,2000
2003, Platform,4,76.66666666666667,482,2000
2003, Puzzle,6,75.60444444444445,1317,2000
2003, Quiz/Trivia,2,86.375,204,2000
2003, Racing,4,68.75833333333333,456,2000
2003, Role-playing (RPG),8,77.53333333333333,747,2000
2003, Shooter,2,65.08333333333334,223,2000
2003, Simulator,7,76.59523809523809,403,2000
2003, Sport,5,83.65,368,2000
2003, Strategy,23,81.90625,2264,2000
2003, Tactical,10,80.23148148148148,855,2000
2003, Turn-based strategy (TBS),7,83.9,463,2000
